,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Audio/Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Audio/Video URL
17,Bay Area Toll Authority Oversight Committee,5/9/2012,,,"Joseph P. Bort MetroCenter Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439596&GUID=81847A07-F61C-46A9-AB6B-53AB67815BC4,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439596&GUID=81847A07-F61C-46A9-AB6B-53AB67815BC4&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439596&GUID=81847A07-F61C-46A9-AB6B-53AB67815BC4,,
18,Regional Advisory Working Group,5/1/2012,,,"MEETING CANCELLED

Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 - 8th Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439593&GUID=DDDC8157-E123-4D04-836B-6B3F70EBA573,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439593&GUID=DDDC8157-E123-4D04-836B-6B3F70EBA573&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439593&GUID=DDDC8157-E123-4D04-836B-6B3F70EBA573,,
19,Air Quality Conformity Task Force,4/26/2012,,,"Metropolitan Transportation Commission
Joseph P. BortMetroCenter
Claremont Conference Room,  Second Floor
101 Eighth Street, Oakland
Conference Call Number:  1-888-273-3658(Access Code: 9427202)",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439589&GUID=88A9FD2E-A648-467D-84D6-BC9965E7144B,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439589&GUID=88A9FD2E-A648-467D-84D6-BC9965E7144B&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439589&GUID=88A9FD2E-A648-467D-84D6-BC9965E7144B,,
20,BAHA,4/25/2012,,,"Joseph P. Bort MetroCenter
2nd Floor, Claremont Conference Room
101 8th Street, Oakland, CA. 94607Or immediately following the MTC Commission Meeting",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=447912&GUID=907D7836-529C-4B53-AD1E-C6B9271F46D5,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=447912&GUID=907D7836-529C-4B53-AD1E-C6B9271F46D5&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=447912&GUID=907D7836-529C-4B53-AD1E-C6B9271F46D5,,
21,Metropolitan Transportation Commission,4/25/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA  94607Or immediately following the 9:30 a.m. BATA meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439578&GUID=DC9BFFD6-C5F3-4ADE-935B-B5A6D54F6D1F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439578&GUID=DC9BFFD6-C5F3-4ADE-935B-B5A6D54F6D1F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439578&GUID=DC9BFFD6-C5F3-4ADE-935B-B5A6D54F6D1F,,
22,Bay Area Toll Authority,4/25/2012,,,"MTC, Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street, 1st Floor
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439590&GUID=917113E5-4590-4D7A-AC33-685EACB6D1EA,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439590&GUID=917113E5-4590-4D7A-AC33-685EACB6D1EA&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439590&GUID=917113E5-4590-4D7A-AC33-685EACB6D1EA,,
23,Active Transportation Working Group,4/19/2012,,,"MetroCenter, 3rd Floor, Fishbowl Conference Room
101-8th Street, Oakland 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439588&GUID=59B8B6BE-5083-42AF-9FAF-D0D18354D4CB,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439588&GUID=59B8B6BE-5083-42AF-9FAF-D0D18354D4CB&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439588&GUID=59B8B6BE-5083-42AF-9FAF-D0D18354D4CB,,
24,Legislation Committee,4/13/2012,,,"(or immediately following the Operations Committee meeting, whichever occurs later)
Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439579&GUID=2998287E-89BE-44A7-8174-256060C4A780,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439579&GUID=2998287E-89BE-44A7-8174-256060C4A780&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439579&GUID=2998287E-89BE-44A7-8174-256060C4A780,,
25,Operations Committee,4/13/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CaliforniaOr immediately following the 9:30 Planning Committee meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439585&GUID=F50E169A-77DF-442B-A46C-280924EE82A0,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439585&GUID=F50E169A-77DF-442B-A46C-280924EE82A0&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439585&GUID=F50E169A-77DF-442B-A46C-280924EE82A0,,
26,Joint MTC Planning Committee with the ABAG Administrative Committee,4/13/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439586&GUID=F18916EB-D328-4020-9590-689B52A6EB64,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439586&GUID=F18916EB-D328-4020-9590-689B52A6EB64&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439586&GUID=F18916EB-D328-4020-9590-689B52A6EB64,,
27,Partnership Technical Advisory Committee,4/12/2012,,,"MetroCenter
1st Floor, AUDITORIUM
101-8th Street,
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439587&GUID=D640DE20-23AB-45CF-8AAC-00ACBA9E06C4,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439587&GUID=D640DE20-23AB-45CF-8AAC-00ACBA9E06C4&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439587&GUID=D640DE20-23AB-45CF-8AAC-00ACBA9E06C4,,
28,Partnership Programming and Delivery Working Group (PDWG),4/12/2012,,,"MTC, 1st Floor, AUDITORIUM
101-8th Street, Oakland 94607NOTE: THIS IS A JOINT PARTNERSHIP LOCAL STREETS AND ROADS/PROGRAMMING AND DELIVERY WORKING GROUP MEETING",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=448131&GUID=C9D76A84-AEB5-4466-AC65-24ECF11BE3D2,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=448131&GUID=C9D76A84-AEB5-4466-AC65-24ECF11BE3D2&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=448131&GUID=C9D76A84-AEB5-4466-AC65-24ECF11BE3D2,,
29,Policy Advisory Council,4/11/2012,,,"Joseph P. Bort MetroCenter 
MTC Offices, 1st Floor, Auditorium
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439580&GUID=FE3E0DFB-A331-4529-B362-ADC63E394935,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439580&GUID=FE3E0DFB-A331-4529-B362-ADC63E394935&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439580&GUID=FE3E0DFB-A331-4529-B362-ADC63E394935,,
30,Regional Equity Working Group,4/11/2012,,,"Claremont Conference Room, 2nd Floor
Joseph P. Bort MetroCenter
101 - 8th Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=448130&GUID=C4ED8A80-8128-4381-ADD3-451FD2900B49,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=448130&GUID=C4ED8A80-8128-4381-ADD3-451FD2900B49&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=448130&GUID=C4ED8A80-8128-4381-ADD3-451FD2900B49,,
31,Programming and Allocations Committee,4/11/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California 94607or immediately following the Administration Committee, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439583&GUID=C9CE4A87-45E7-469E-A628-91AC5845CE96,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439583&GUID=C9CE4A87-45E7-469E-A628-91AC5845CE96&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439583&GUID=C9CE4A87-45E7-469E-A628-91AC5845CE96,,
32,Administration Committee,4/11/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CaliforniaOr immediately following the 9:30 a.m. Bay Area Toll Authority (BATA) Oversight Committee Meeting whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439582&GUID=DA404B6D-7E5C-4E78-AB68-56413C4EEAFE,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439582&GUID=DA404B6D-7E5C-4E78-AB68-56413C4EEAFE&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439582&GUID=DA404B6D-7E5C-4E78-AB68-56413C4EEAFE,,
33,Bay Area Toll Authority Oversight Committee,4/11/2012,,,"Joseph P. Bort MetroCenter Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439584&GUID=E973526B-54BC-4A2C-B0C4-52D3FC03352C,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439584&GUID=E973526B-54BC-4A2C-B0C4-52D3FC03352C&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439584&GUID=E973526B-54BC-4A2C-B0C4-52D3FC03352C,,
34,Policy Advisory Council,4/3/2012,,,"Joseph P. Bort MetroCenter 
MTC Offices, 1st Floor, Conference Room 171
101 Eighth Street
Oakland, CA 94607PLEASE NOTE LOCATION CHANGE.

Note:	This is a special meeting of the Policy Advisory Council to discuss the Regional Express lane Network. The Council's next regular meeting is scheduled for April 11, 2012.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439576&GUID=100A10E7-3294-48E9-AB91-B972C8700714,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439576&GUID=100A10E7-3294-48E9-AB91-B972C8700714&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439576&GUID=100A10E7-3294-48E9-AB91-B972C8700714,,
35,Regional Advisory Working Group,4/3/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 - 8th Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439581&GUID=F53AE8B1-4FC2-4554-909A-C219272BDB80,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439581&GUID=F53AE8B1-4FC2-4554-909A-C219272BDB80&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439581&GUID=F53AE8B1-4FC2-4554-909A-C219272BDB80,,
36,BAHA,3/28/2012,,,"Joseph P. Bort MetroCenter
2nd Floor, Claremont Conference Room
101 8th Street, Oakland, CA. 94607Or immediately following the Transit Sustainability Project (TSP) Select Committee Meeting",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=447911&GUID=E416F07E-ED36-4E07-A000-55460C06478F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=447911&GUID=E416F07E-ED36-4E07-A000-55460C06478F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=447911&GUID=E416F07E-ED36-4E07-A000-55460C06478F,,
37,Metropolitan Transportation Commission,3/28/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA  94607Or immediately following the 9:30 a.m. BATA meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439568&GUID=E2947A05-2A36-4B3C-90D3-C0FA49C0D625,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439568&GUID=E2947A05-2A36-4B3C-90D3-C0FA49C0D625&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439568&GUID=E2947A05-2A36-4B3C-90D3-C0FA49C0D625,,
38,Bay Area Toll Authority,3/28/2012,,,"MTC, Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street, 1st Floor
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439577&GUID=A1EEE3CA-4308-4AA1-87EB-CC36D9B016F7,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439577&GUID=A1EEE3CA-4308-4AA1-87EB-CC36D9B016F7&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439577&GUID=A1EEE3CA-4308-4AA1-87EB-CC36D9B016F7,,
39,Air Quality Conformity Task Force,3/22/2012,,,"Inter-agency consultation via email*Agenda was posted on March 12, 2012. Comments are due to MTC by March 26, 2012. This is not a physical meeting.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439575&GUID=AD10E8A4-765F-4594-AFEC-79CF63133C91,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439575&GUID=AD10E8A4-765F-4594-AFEC-79CF63133C91&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439575&GUID=AD10E8A4-765F-4594-AFEC-79CF63133C91,,
40,Policy Advisory Council,3/14/2012,,,"Joseph P. Bort MetroCenter 
MTC Auditorium - 1st Floor
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439574&GUID=D9C8C531-04EA-435C-9746-50D7142B18B0,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439574&GUID=D9C8C531-04EA-435C-9746-50D7142B18B0&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439574&GUID=D9C8C531-04EA-435C-9746-50D7142B18B0,,
41,Regional Equity Working Group,3/14/2012,,,"Claremont Conference Room, 2nd Floor
Joseph P. Bort MetroCenter
101 - 8th Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=448127&GUID=7C666AF8-5A94-40D2-9F85-EC171F6A6AC8,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=448127&GUID=7C666AF8-5A94-40D2-9F85-EC171F6A6AC8&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=448127&GUID=7C666AF8-5A94-40D2-9F85-EC171F6A6AC8,,
42,Legislation Committee,3/9/2012,,,"(or immediately following the Operations Committee meeting, whichever occurs later)
Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439554&GUID=07F0D47C-18B4-4BB2-9BEF-AFC0605DC1EC,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439554&GUID=07F0D47C-18B4-4BB2-9BEF-AFC0605DC1EC&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439554&GUID=07F0D47C-18B4-4BB2-9BEF-AFC0605DC1EC,,
43,Operations Committee,3/9/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California  94607Or immediately following the 9:00 a.m. Planning Committee meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439569&GUID=D1BBD247-7CCC-47A4-BF29-8673D1754E09,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439569&GUID=D1BBD247-7CCC-47A4-BF29-8673D1754E09&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439569&GUID=D1BBD247-7CCC-47A4-BF29-8673D1754E09,,
44,Joint MTC Planning Committee with the ABAG Administrative Committee,3/9/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439570&GUID=45D5A330-0353-4F9E-B567-40BB90E834A2,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439570&GUID=45D5A330-0353-4F9E-B567-40BB90E834A2&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439570&GUID=45D5A330-0353-4F9E-B567-40BB90E834A2,,
45,Programming and Allocations Committee,3/7/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California 94607***  Note: Date Change ***
Immediately following the Administration Committee, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439567&GUID=E7CFB5D8-7E67-45CE-997D-079CC353EBE5,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439567&GUID=E7CFB5D8-7E67-45CE-997D-079CC353EBE5&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439567&GUID=E7CFB5D8-7E67-45CE-997D-079CC353EBE5,,
46,Administration Committee,3/7/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CaliforniaOr immediately following the 9:30 a.m. Bay Area Toll Authority (BATA) Oversight Committee Meeting whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439565&GUID=33F0E895-662A-4F72-933F-B878A62656F7,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439565&GUID=33F0E895-662A-4F72-933F-B878A62656F7&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439565&GUID=33F0E895-662A-4F72-933F-B878A62656F7,,
47,Bay Area Toll Authority Oversight Committee,3/7/2012,,,"Joseph P. Bort MetroCenter Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA 94607NOTE MEETING DATE CHANGE",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439566&GUID=3C2F84CF-6334-4A5F-BA6E-3B3F1A4FB5D7,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439566&GUID=3C2F84CF-6334-4A5F-BA6E-3B3F1A4FB5D7&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439566&GUID=3C2F84CF-6334-4A5F-BA6E-3B3F1A4FB5D7,,
48,Air Quality Conformity Task Force,2/23/2012,,,"Metropolitan Transportation Commission
Joseph P. Bort MetroCenter
Claremont Conference Room 2nd Floor
101 Eighth Street, Oakland
Conference Call Number:  1-888-273-3658(Access Code: 9427202)",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439563&GUID=D671E1CD-C2D2-403E-BA87-CA2CC10946A4,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439563&GUID=D671E1CD-C2D2-403E-BA87-CA2CC10946A4&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439563&GUID=D671E1CD-C2D2-403E-BA87-CA2CC10946A4,,
49,BAHA,2/22/2012,,,"Joseph P. Bort MetroCenter
2nd Floor, Claremont Conference Room
101 8th Street, Oakland, CA. 94607Or immediately following the 9:35 a.m. MTC Commission Meeting",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=447910&GUID=1BC86764-3540-47D4-94E1-ADE2C126CD4E,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=447910&GUID=1BC86764-3540-47D4-94E1-ADE2C126CD4E&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=447910&GUID=1BC86764-3540-47D4-94E1-ADE2C126CD4E,,
50,Metropolitan Transportation Commission,2/22/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA  94607Or immediately following the 9:30 a.m. BATA meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439558&GUID=213BC114-F2CF-42B8-8919-60BA5FF08F9B,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439558&GUID=213BC114-F2CF-42B8-8919-60BA5FF08F9B&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439558&GUID=213BC114-F2CF-42B8-8919-60BA5FF08F9B,,
51,Bay Area Toll Authority,2/22/2012,,,"MTC, Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street, 1st Floor
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439564&GUID=8E4D9FBA-2055-43F5-B28E-634B8B40C061,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439564&GUID=8E4D9FBA-2055-43F5-B28E-634B8B40C061&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439564&GUID=8E4D9FBA-2055-43F5-B28E-634B8B40C061,,
52,Legislation Committee,2/17/2012,,,"(or immediately following the Operations Committee meeting, whichever occurs later)
Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California 94607NOTE CHANGE IN DATE and TIME",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439552&GUID=BED53CE8-A1FD-44BB-9DC1-2355E6E99E74,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439552&GUID=BED53CE8-A1FD-44BB-9DC1-2355E6E99E74&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439552&GUID=BED53CE8-A1FD-44BB-9DC1-2355E6E99E74,,
53,Operations Committee,2/17/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorum
101 Eighth Street
Oakland, California  94605Or immediately following the 9:30 a.m. Planning Committee Meeting, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439561&GUID=A073D9FB-6372-474C-94FB-80770470881D,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439561&GUID=A073D9FB-6372-474C-94FB-80770470881D&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439561&GUID=A073D9FB-6372-474C-94FB-80770470881D,,
54,Joint MTC Planning Committee with the ABAG Administrative Committee,2/17/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 8th Street
Oakland, CA  94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439562&GUID=7072D54B-E011-4BD2-A1ED-AA628D91E12F,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439562&GUID=7072D54B-E011-4BD2-A1ED-AA628D91E12F&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439562&GUID=7072D54B-E011-4BD2-A1ED-AA628D91E12F,,
55,Policy Advisory Council,2/8/2012,,,"Joseph P. Bort MetroCenter 
MTC Auditorium - 1st Floor
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439553&GUID=904AD1BC-FCE7-4467-BF07-86FD3812B7D7,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439553&GUID=904AD1BC-FCE7-4467-BF07-86FD3812B7D7&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439553&GUID=904AD1BC-FCE7-4467-BF07-86FD3812B7D7,,
56,Regional Equity Working Group,2/8/2012,,,"Claremont Conference Room, 2nd Floor
Joseph P. Bort MetroCenter
101 - 8th Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=448125&GUID=B8D985E8-B237-4544-92B0-8E1138F2D570,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=448125&GUID=B8D985E8-B237-4544-92B0-8E1138F2D570&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=448125&GUID=B8D985E8-B237-4544-92B0-8E1138F2D570,,
57,Programming and Allocations Committee,2/8/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, California 94607Immediately following the Administration Committee, whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439555&GUID=6A9E387F-38B3-44EC-80D9-FEB4192DA4A0,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439555&GUID=6A9E387F-38B3-44EC-80D9-FEB4192DA4A0&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439555&GUID=6A9E387F-38B3-44EC-80D9-FEB4192DA4A0,,
58,Administration Committee,2/8/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CaliforniaOr immediately following the 9:30 a.m. Bay Area Toll Authority (BATA) Oversight Committee Meeting whichever occurs later.",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439557&GUID=D330303B-AB58-4998-A409-2F72CA87B28E,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439557&GUID=D330303B-AB58-4998-A409-2F72CA87B28E&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439557&GUID=D330303B-AB58-4998-A409-2F72CA87B28E,,
59,Bay Area Toll Authority Oversight Committee,2/8/2012,,,"Joseph P. Bort MetroCenter Lawrence D. Dahms Auditorium
101 Eighth Street
Oakland, CA 94607",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439559&GUID=7D57751D-AC8D-445A-A726-F0F83F0856AE,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439559&GUID=7D57751D-AC8D-445A-A726-F0F83F0856AE&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439559&GUID=7D57751D-AC8D-445A-A726-F0F83F0856AE,,
60,Regional Advisory Working Group,2/7/2012,,,"Joseph P. Bort MetroCenter
Lawrence D. Dahms Auditorium
101 - 8th Street
Oakland, California",Meeting details,Agenda,Not available,Not available,,,https://mtc.legistar.com/View.ashx?M=IC&ID=439560&GUID=1F8DD95A-20E9-48BA-A5CA-7A03A10FEE1C,,,https://mtc.legistar.com/MeetingDetail.aspx?ID=439560&GUID=1F8DD95A-20E9-48BA-A5CA-7A03A10FEE1C&Options=info&Search=,https://mtc.legistar.com/View.ashx?M=A&ID=439560&GUID=1F8DD95A-20E9-48BA-A5CA-7A03A10FEE1C,,
