,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL
8,Transportation Commission,2/25/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the fourth Wednesday every other month on the odd numbered months at 7:00 p.m.Special Meeting w/ Planning Board",Meeting details,Agenda,TC_Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22851&GUID=D59DF786-2980-4EFB-AFF0-5E6AFB83AB81,,https://alameda.legistar.com/View.ashx?M=IC&ID=373495&GUID=C2C1C645-A765-4A22-95E0-CAB1FA3ADAD6,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=373495&GUID=C2C1C645-A765-4A22-95E0-CAB1FA3ADAD6&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=373495&GUID=C2C1C645-A765-4A22-95E0-CAB1FA3ADAD6,https://alameda.legistar.com/View.ashx?M=M&ID=373495&GUID=C2C1C645-A765-4A22-95E0-CAB1FA3ADAD6,https://alameda.legistar.com/#
9,City Council,2/25/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda CA 94501",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=385815&GUID=EDE66795-69A2-42BC-823D-9E7337118338,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=385815&GUID=EDE66795-69A2-42BC-823D-9E7337118338&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=385815&GUID=EDE66795-69A2-42BC-823D-9E7337118338,https://alameda.legistar.com/View.ashx?M=M&ID=385815&GUID=EDE66795-69A2-42BC-823D-9E7337118338,
10,Alameda Unified School District Board of Education,2/24/2015,,6:15 PM,"For more information on the School Board, please visit: www.alameda.k12.ca.us/boe",Meeting details,Agenda,Not available,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=23331&GUID=CDE518A3-6EE4-4A10-AEBF-403F9A8B0BBC,,https://alameda.legistar.com/View.ashx?M=IC&ID=339344&GUID=563CF501-4AB5-4248-A861-59EEB59CDA9F,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=339344&GUID=563CF501-4AB5-4248-A861-59EEB59CDA9F&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=339344&GUID=563CF501-4AB5-4248-A861-59EEB59CDA9F,,https://alameda.legistar.com/#
11,Successor Agency Oversight Board,2/24/2015,,6:00 PM,"City Hall, 2263 Santa Clara Avenue, Conference Room 360, Alameda, CA 94501Special Meeting",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22850&GUID=674985FF-2344-40D4-BF38-DEFBC23D4066,,https://alameda.legistar.com/View.ashx?M=IC&ID=374050&GUID=ED79857D-2B0C-4557-9D99-96802A774CBE,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=374050&GUID=ED79857D-2B0C-4557-9D99-96802A774CBE&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=374050&GUID=ED79857D-2B0C-4557-9D99-96802A774CBE,https://alameda.legistar.com/View.ashx?M=M&ID=374050&GUID=ED79857D-2B0C-4557-9D99-96802A774CBE,
12,Planning Board,2/23/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the second and fourth Mondays of each month at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=365530&GUID=1DBC7FC8-3553-4D5E-A230-1D7BD6561A96,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=365530&GUID=1DBC7FC8-3553-4D5E-A230-1D7BD6561A96&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=365530&GUID=1DBC7FC8-3553-4D5E-A230-1D7BD6561A96,https://alameda.legistar.com/View.ashx?M=M&ID=365530&GUID=1DBC7FC8-3553-4D5E-A230-1D7BD6561A96,https://alameda.legistar.com/#
13,Commission on Disability,2/23/2015,,6:30 PM,"City Hall, 2263 Santa Clara Avenue, Room 360, Alameda, CA 94501
Meetings held quaretly on the fourth Monday of the month at 6:30 p.m.",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22826&GUID=5CF2D01F-6107-4711-BBA0-0F649ABFCFA2,,https://alameda.legistar.com/View.ashx?M=IC&ID=384632&GUID=B1189C49-F732-42F6-8FDC-B1F4AE0B90E3,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=384632&GUID=B1189C49-F732-42F6-8FDC-B1F4AE0B90E3&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=384632&GUID=B1189C49-F732-42F6-8FDC-B1F4AE0B90E3,https://alameda.legistar.com/View.ashx?M=M&ID=384632&GUID=B1189C49-F732-42F6-8FDC-B1F4AE0B90E3,
14,Public Art Commission,2/18/2015,,6:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers 3rd Floor, Alameda, CA 94501
Meetings held as needed",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22848&GUID=B4281C9E-7612-4960-9A2C-0AF132ACD7CD,,https://alameda.legistar.com/View.ashx?M=IC&ID=384772&GUID=CA862E3E-2970-4FCA-94E1-3ECB5B27405F,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=384772&GUID=CA862E3E-2970-4FCA-94E1-3ECB5B27405F&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=384772&GUID=CA862E3E-2970-4FCA-94E1-3ECB5B27405F,,
15,City Council,2/17/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda CA 94501",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=362091&GUID=0F635267-B752-4759-B8C8-56EAFA5E2FA0,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=362091&GUID=0F635267-B752-4759-B8C8-56EAFA5E2FA0&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=362091&GUID=0F635267-B752-4759-B8C8-56EAFA5E2FA0,https://alameda.legistar.com/View.ashx?M=M&ID=362091&GUID=0F635267-B752-4759-B8C8-56EAFA5E2FA0,https://alameda.legistar.com/#
16,Recreation and Park Commission,2/12/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the second Thursday of each month at 7:00 p.m.",Meeting details,Agenda,Feb Min,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22849&GUID=5395AB50-90DB-45EF-9F22-E95F52CFE78F,,https://alameda.legistar.com/View.ashx?M=IC&ID=365524&GUID=A0655B4D-1D9C-48E8-94F5-AD2EC08C2698,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=365524&GUID=A0655B4D-1D9C-48E8-94F5-AD2EC08C2698&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=365524&GUID=A0655B4D-1D9C-48E8-94F5-AD2EC08C2698,https://alameda.legistar.com/View.ashx?M=M&ID=365524&GUID=A0655B4D-1D9C-48E8-94F5-AD2EC08C2698,https://alameda.legistar.com/#
17,City Council,2/10/2015,,6:30 PM,"City Hall West (located in Alameda Point), 950 West Mall Square, Conference Room 201, Alameda CA 94501",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=383491&GUID=05E0D63B-24B8-4D0F-ADA8-7E626B7CA287,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=383491&GUID=05E0D63B-24B8-4D0F-ADA8-7E626B7CA287&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=383491&GUID=05E0D63B-24B8-4D0F-ADA8-7E626B7CA287,https://alameda.legistar.com/View.ashx?M=M&ID=383491&GUID=05E0D63B-24B8-4D0F-ADA8-7E626B7CA287,
18,Alameda Unified School District Board of Education,2/10/2015,,6:15 PM,"For more information on the School Board, please visit: www.alameda.k12.ca.us/boe",Meeting details,Agenda,Not available,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=23331&GUID=CDE518A3-6EE4-4A10-AEBF-403F9A8B0BBC,,https://alameda.legistar.com/View.ashx?M=IC&ID=339343&GUID=0C9EB98F-F52A-41A3-BA67-E061AB6BAD3A,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=339343&GUID=0C9EB98F-F52A-41A3-BA67-E061AB6BAD3A&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=339343&GUID=0C9EB98F-F52A-41A3-BA67-E061AB6BAD3A,,https://alameda.legistar.com/#
19,Zoning Administrator Hearing,2/10/2015,,3:00 PM,"City Hall, 2263 Santa Clara Avenue, Conference Room 360, 3rd Floor, Alameda, CA 94501
Meetings held as needed on Tuesdays at 3:00 p.m.",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22841&GUID=2920FB8D-E0CC-4330-976F-BE3226841F98,,https://alameda.legistar.com/View.ashx?M=IC&ID=383488&GUID=8B324A93-A077-407F-AB45-2249F4E16B15,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=383488&GUID=8B324A93-A077-407F-AB45-2249F4E16B15&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=383488&GUID=8B324A93-A077-407F-AB45-2249F4E16B15,,
20,Planning Board,2/9/2015,,7:00 PM,Meeting Canceled,Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=365528&GUID=2DC08A58-1671-47E6-AB71-EF09343160C4,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=365528&GUID=2DC08A58-1671-47E6-AB71-EF09343160C4&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=365528&GUID=2DC08A58-1671-47E6-AB71-EF09343160C4,,
21,Historical Advisory Board,2/5/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the first Thursday of the month at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22845&GUID=DC08C7A3-5B13-4A88-A1E1-58F6569DDAE4,,https://alameda.legistar.com/View.ashx?M=IC&ID=374370&GUID=957455AC-49A5-4CD4-A85B-DF226594AD6D,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=374370&GUID=957455AC-49A5-4CD4-A85B-DF226594AD6D&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=374370&GUID=957455AC-49A5-4CD4-A85B-DF226594AD6D,https://alameda.legistar.com/View.ashx?M=M&ID=374370&GUID=957455AC-49A5-4CD4-A85B-DF226594AD6D,https://alameda.legistar.com/#
22,City Council,2/3/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda CA 94501",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=362090&GUID=49AF15F2-CAB8-417A-9F8F-DB0DE2FA9C32,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=362090&GUID=49AF15F2-CAB8-417A-9F8F-DB0DE2FA9C32&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=362090&GUID=49AF15F2-CAB8-417A-9F8F-DB0DE2FA9C32,https://alameda.legistar.com/View.ashx?M=M&ID=362090&GUID=49AF15F2-CAB8-417A-9F8F-DB0DE2FA9C32,https://alameda.legistar.com/#
23,Zoning Administrator Hearing,2/3/2015,,3:00 PM,"City Hall, 2263 Santa Clara Avenue, Conference Room 360, 3rd Floor, Alameda, CA 94501
Meetings held as needed on Tuesdays at 3:00 p.m.",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22841&GUID=2920FB8D-E0CC-4330-976F-BE3226841F98,,https://alameda.legistar.com/View.ashx?M=IC&ID=378395&GUID=38FB7E34-861D-40DC-931F-FC003F8CE784,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=378395&GUID=38FB7E34-861D-40DC-931F-FC003F8CE784&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=378395&GUID=38FB7E34-861D-40DC-931F-FC003F8CE784,,
24,Open Government Commission,2/2/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the first Monday of February and October and as needed at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22824&GUID=7D0FF088-F015-4D9D-A3F8-3F50F43889B4,,https://alameda.legistar.com/View.ashx?M=IC&ID=376607&GUID=94DDE42B-CF85-407D-8952-7FAFF17BD2AD,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=376607&GUID=94DDE42B-CF85-407D-8952-7FAFF17BD2AD&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=376607&GUID=94DDE42B-CF85-407D-8952-7FAFF17BD2AD,https://alameda.legistar.com/View.ashx?M=M&ID=376607&GUID=94DDE42B-CF85-407D-8952-7FAFF17BD2AD,https://alameda.legistar.com/#
25,Social Service Human Relations Board,1/29/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the fourth Thursday of the month at 7:00 p.m.",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22829&GUID=1FFD8490-A2AC-4A04-BC20-8B921558BB9C,,https://alameda.legistar.com/View.ashx?M=IC&ID=374536&GUID=A451CAF3-1F57-461E-A209-E054D6AAB99F,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=374536&GUID=A451CAF3-1F57-461E-A209-E054D6AAB99F&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=374536&GUID=A451CAF3-1F57-461E-A209-E054D6AAB99F,https://alameda.legistar.com/View.ashx?M=M&ID=374536&GUID=A451CAF3-1F57-461E-A209-E054D6AAB99F,
26,City Council,1/29/2015,,6:00 PM,"Callahan Piano Alameda Point Studios, 1800 Ferry Point, Alameda, CA",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=374269&GUID=044B324E-6240-42DA-8A99-F4B9A3DBD45C,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=374269&GUID=044B324E-6240-42DA-8A99-F4B9A3DBD45C&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=374269&GUID=044B324E-6240-42DA-8A99-F4B9A3DBD45C,https://alameda.legistar.com/View.ashx?M=M&ID=374269&GUID=044B324E-6240-42DA-8A99-F4B9A3DBD45C,
27,Planning Board,1/29/2015,,6:00 PM,"Callahan Piano Alameda Point Studios, 1800 Ferry Point, Alameda, CA-OPEN HOUSE NO MINUTES",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=374358&GUID=2185A8D1-D360-4585-8DCE-1F0F06DA02AF,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=374358&GUID=2185A8D1-D360-4585-8DCE-1F0F06DA02AF&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=374358&GUID=2185A8D1-D360-4585-8DCE-1F0F06DA02AF,,
28,Transportation Commission,1/28/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the fourth Wednesday every other month on the odd numbered months at 7:00 p.m.",Meeting details,Agenda,TC_Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22851&GUID=D59DF786-2980-4EFB-AFF0-5E6AFB83AB81,,https://alameda.legistar.com/View.ashx?M=IC&ID=373489&GUID=7F1C1A0A-4808-4E09-B202-46A81BD68448,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=373489&GUID=7F1C1A0A-4808-4E09-B202-46A81BD68448&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=373489&GUID=7F1C1A0A-4808-4E09-B202-46A81BD68448,https://alameda.legistar.com/View.ashx?M=M&ID=373489&GUID=7F1C1A0A-4808-4E09-B202-46A81BD68448,https://alameda.legistar.com/#
29,Alameda Unified School District Board of Education,1/27/2015,,6:15 PM,"For more information on the School Board, please visit: www.alameda.k12.ca.us/boe",Meeting details,Agenda,Not available,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=23331&GUID=CDE518A3-6EE4-4A10-AEBF-403F9A8B0BBC,,https://alameda.legistar.com/View.ashx?M=IC&ID=339342&GUID=26E3EFD7-1097-4F50-8EB4-AD21B8F79423,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=339342&GUID=26E3EFD7-1097-4F50-8EB4-AD21B8F79423&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=339342&GUID=26E3EFD7-1097-4F50-8EB4-AD21B8F79423,,https://alameda.legistar.com/#
30,Planning Board,1/26/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the second and fourth Mondays of each month at 7:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=365526&GUID=E60DF645-3BA5-4247-A6B2-F4F4F9B64459,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=365526&GUID=E60DF645-3BA5-4247-A6B2-F4F4F9B64459&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=365526&GUID=E60DF645-3BA5-4247-A6B2-F4F4F9B64459,https://alameda.legistar.com/View.ashx?M=M&ID=365526&GUID=E60DF645-3BA5-4247-A6B2-F4F4F9B64459,https://alameda.legistar.com/#
31,Commission on Disability,1/26/2015,,6:30 PM,"City Hall, 2263 Santa Clara Avenue, Room 360, Alameda, CA 94501
Meetings held quaretly on the fourth Monday of the month at 6:30 p.m.",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22826&GUID=5CF2D01F-6107-4711-BBA0-0F649ABFCFA2,,https://alameda.legistar.com/View.ashx?M=IC&ID=364699&GUID=91D47EF8-4610-4030-911B-A565E97AB5F4,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=364699&GUID=91D47EF8-4610-4030-911B-A565E97AB5F4&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=364699&GUID=91D47EF8-4610-4030-911B-A565E97AB5F4,,
32,Pension Board,1/26/2015,,4:30 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers Conference Room 391, Alameda, CA 94501
Meetings held the last Monday of each calendar quarter (January, April, July, October) at 4:30 p.m.",Meeting details,Agenda,Minutes,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22828&GUID=E3F572A6-E936-4F31-9702-FAF613D7A87C,,https://alameda.legistar.com/View.ashx?M=IC&ID=374053&GUID=B7703DA2-F5A4-41D6-9B48-650421EBE30B,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=374053&GUID=B7703DA2-F5A4-41D6-9B48-650421EBE30B&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=374053&GUID=B7703DA2-F5A4-41D6-9B48-650421EBE30B,https://alameda.legistar.com/View.ashx?M=M&ID=374053&GUID=B7703DA2-F5A4-41D6-9B48-650421EBE30B,
33,Public Utilities Board,1/26/2015,,4:00 PM,"For more information on the Board, please visit: www.alamedamp.com/about-us/public-utilities-board",Meeting details,Not available,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22809&GUID=7257E5A5-C130-4B9A-94CF-FA61FDBCAFDA,,https://alameda.legistar.com/View.ashx?M=IC&ID=368216&GUID=AB3F3988-46CC-44F4-9C22-B64615E76A07,,,,,,
34,Social Service Human Relations Board,1/22/2015,,7:00 PM,CANCELED,Meeting details,Not available,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22829&GUID=1FFD8490-A2AC-4A04-BC20-8B921558BB9C,,https://alameda.legistar.com/View.ashx?M=IC&ID=361938&GUID=4AA50609-C8AC-4325-9038-C622374AAD88,,,,,,
35,City Council,1/21/2015,,6:30 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda CA 94501",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=373553&GUID=4A0EE8C6-D08A-4843-B3A8-12AEE8B3F65C,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=373553&GUID=4A0EE8C6-D08A-4843-B3A8-12AEE8B3F65C&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=373553&GUID=4A0EE8C6-D08A-4843-B3A8-12AEE8B3F65C,https://alameda.legistar.com/View.ashx?M=M&ID=373553&GUID=4A0EE8C6-D08A-4843-B3A8-12AEE8B3F65C,https://alameda.legistar.com/#
36,City Council,1/20/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda CA 94501",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22804&GUID=974B02E1-2DF3-4F71-9ECB-C1C9758FB8C7,,https://alameda.legistar.com/View.ashx?M=IC&ID=357062&GUID=954C1BCE-7D7D-4DF1-898D-4E6D8824B353,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=357062&GUID=954C1BCE-7D7D-4DF1-898D-4E6D8824B353&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=357062&GUID=954C1BCE-7D7D-4DF1-898D-4E6D8824B353,https://alameda.legistar.com/View.ashx?M=M&ID=357062&GUID=954C1BCE-7D7D-4DF1-898D-4E6D8824B353,https://alameda.legistar.com/#
37,Library Board,1/14/2015,,6:00 PM,"Alameda Main Library, 1550 Oak Street, Conference Room 224, Second Floor, Alameda CA 94501
Meetings held on the second Wednesday every other month at 6:00 p.m.",Meeting details,Agenda,Minutes,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22846&GUID=38C707A7-E1CF-40AD-9C35-178D022EA0D5,,https://alameda.legistar.com/View.ashx?M=IC&ID=366183&GUID=442A8F0D-24B9-4F1D-A0E4-8EA0F76EBA7A,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=366183&GUID=442A8F0D-24B9-4F1D-A0E4-8EA0F76EBA7A&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=366183&GUID=442A8F0D-24B9-4F1D-A0E4-8EA0F76EBA7A,https://alameda.legistar.com/View.ashx?M=M&ID=366183&GUID=442A8F0D-24B9-4F1D-A0E4-8EA0F76EBA7A,https://alameda.legistar.com/#
38,Golf Commission,1/13/2015,,6:30 PM,"City Hall, 2263 Santa Clara Avenue, Conference Room 360, 3rd Floor, Alameda, CA 94501
Meetings held the second Tuesday of every other month at 6:30 p.m.",Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22827&GUID=63E9AE30-DBD1-4E78-93C5-CF3EF3E15E19,,https://alameda.legistar.com/View.ashx?M=IC&ID=372350&GUID=F30A21A6-36D3-4853-97B4-0A1623772A7D,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=372350&GUID=F30A21A6-36D3-4853-97B4-0A1623772A7D&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=372350&GUID=F30A21A6-36D3-4853-97B4-0A1623772A7D,,
39,Alameda Unified School District Board of Education,1/13/2015,,6:15 PM,"For more information on the School Board, please visit: www.alameda.k12.ca.us/boe",Meeting details,Agenda,Not available,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=23331&GUID=CDE518A3-6EE4-4A10-AEBF-403F9A8B0BBC,,https://alameda.legistar.com/View.ashx?M=IC&ID=339341&GUID=D3179756-8F73-4775-9DCB-12591AD7CAD2,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=339341&GUID=D3179756-8F73-4775-9DCB-12591AD7CAD2&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=339341&GUID=D3179756-8F73-4775-9DCB-12591AD7CAD2,,https://alameda.legistar.com/#
40,Planning Board,1/12/2015,,7:00 PM,Meeting Canceled,Meeting details,Agenda,Not available,Not available,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22847&GUID=1AF6CEB9-C0B5-4F2F-A8CE-CA6644185A52,,https://alameda.legistar.com/View.ashx?M=IC&ID=365523&GUID=549A3AEE-69F1-424E-B8C8-F1E69F635087,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=365523&GUID=549A3AEE-69F1-424E-B8C8-F1E69F635087&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=365523&GUID=549A3AEE-69F1-424E-B8C8-F1E69F635087,,
41,Recreation and Park Commission,1/8/2015,,7:00 PM,"City Hall, 2263 Santa Clara Avenue, Council Chambers, 3rd Floor, Alameda, CA 94501
Meetings held the second Thursday of each month at 7:00 p.m.",Meeting details,Agenda,Jan Min,Video,https://alameda.legistar.com/DepartmentDetail.aspx?ID=22849&GUID=5395AB50-90DB-45EF-9F22-E95F52CFE78F,,https://alameda.legistar.com/View.ashx?M=IC&ID=365522&GUID=B9CC8717-8A44-45DB-82BC-902CEFFED277,,,https://alameda.legistar.com/MeetingDetail.aspx?ID=365522&GUID=B9CC8717-8A44-45DB-82BC-902CEFFED277&Options=info&Search=,https://alameda.legistar.com/View.ashx?M=A&ID=365522&GUID=B9CC8717-8A44-45DB-82BC-902CEFFED277,https://alameda.legistar.com/View.ashx?M=M&ID=365522&GUID=B9CC8717-8A44-45DB-82BC-902CEFFED277,https://alameda.legistar.com/#
